cap_02	clasificar_trabajo_proceso_montaje_prueba	P1	TRANSCRIPCION	L39 L41
cap_02	clasificar_trabajo_proceso_montaje_prueba	P2	TRANSCRIPCION	L39 L41
cap_02	clasificar_trabajo_proceso_montaje_prueba	P3	TRANSCRIPCION	L39
cap_02	clasificar_trabajo_proceso_montaje_prueba	P4	TRANSCRIPCION	L45
cap_02	clasificar_trabajo_proceso_montaje_prueba	P5	TRANSCRIPCION	L45
cap_02	clasificar_trabajo_proceso_montaje_prueba	P6	TRANSCRIPCION	L45
cap_02	clasificar_trabajo_proceso_montaje_prueba	P7	TRANSCRIPCION	L45
cap_02	construir_flujo_produccion_paso_limitante	P1	TRANSCRIPCION	L19
cap_02	construir_flujo_produccion_paso_limitante	P2	TRANSCRIPCION	L19
cap_02	construir_flujo_produccion_paso_limitante	P3	TRANSCRIPCION	L21
cap_02	construir_flujo_produccion_paso_limitante	P4	TRANSCRIPCION	L21
cap_02	construir_flujo_produccion_paso_limitante	P5	TRANSCRIPCION	L23
cap_02	construir_flujo_produccion_paso_limitante	P6	TRANSCRIPCION	L23
cap_02	construir_flujo_produccion_paso_limitante	P7	TRANSCRIPCION	L25
cap_02	construir_flujo_produccion_paso_limitante	P8	TRANSCRIPCION	L25
cap_02	construir_flujo_produccion_paso_limitante	P9	TRANSCRIPCION	L27
cap_02	construir_flujo_produccion_paso_limitante	P10	TRANSCRIPCION	L27
cap_02	detectar_arreglar_fallo_etapa_menor_valor	P1	TRANSCRIPCION	L73
cap_02	detectar_arreglar_fallo_etapa_menor_valor	P2	TRANSCRIPCION	L73
cap_02	detectar_arreglar_fallo_etapa_menor_valor	P3	TRANSCRIPCION	L75
cap_02	detectar_arreglar_fallo_etapa_menor_valor	P4	TRANSCRIPCION	L75
cap_02	detectar_arreglar_fallo_etapa_menor_valor	P5	TRANSCRIPCION	L75
cap_02	detectar_arreglar_fallo_etapa_menor_valor	P6	TRANSCRIPCION	L75
cap_02	dimensionar_inventario_materia_prima_reposicion	P1	TRANSCRIPCION	L69
cap_02	dimensionar_inventario_materia_prima_reposicion	P2	TRANSCRIPCION	L69
cap_02	dimensionar_inventario_materia_prima_reposicion	P3	TRANSCRIPCION	L69
cap_02	dimensionar_inventario_materia_prima_reposicion	P4	TRANSCRIPCION	L69
cap_02	dimensionar_inventario_materia_prima_reposicion	P5	TRANSCRIPCION	L69
cap_02	dimensionar_inventario_materia_prima_reposicion	P6	TRANSCRIPCION	L69
cap_02	dimensionar_inventario_materia_prima_reposicion	P7	TRANSCRIPCION	L69
cap_02	equilibrar_capacidad_personal_inventario_plazo	P1	TRANSCRIPCION	L57
cap_02	equilibrar_capacidad_personal_inventario_plazo	P2	PUENTE_PARCIAL	L57, el verbo apunta
cap_02	equilibrar_capacidad_personal_inventario_plazo	P3	PUENTE_PARCIAL	L59, el verbo apunta
cap_02	equilibrar_capacidad_personal_inventario_plazo	P4	PUENTE_PARCIAL	L59, el verbo apunta
cap_02	equilibrar_capacidad_personal_inventario_plazo	P5	PUENTE_PARCIAL	L59, el verbo apunta
cap_02	equilibrar_capacidad_personal_inventario_plazo	P6	TRANSCRIPCION	L59
cap_02	equilibrar_capacidad_personal_inventario_plazo	P7	TRANSCRIPCION	L61
cap_02	equilibrar_capacidad_personal_inventario_plazo	P8	TRANSCRIPCION	L61
cap_02	preferir_inspeccion_proceso_prueba_destructiva	P1	TRANSCRIPCION	L67
cap_02	preferir_inspeccion_proceso_prueba_destructiva	P2	TRANSCRIPCION	L67
cap_02	preferir_inspeccion_proceso_prueba_destructiva	P3	TRANSCRIPCION	L67
cap_02	preferir_inspeccion_proceso_prueba_destructiva	P4	TRANSCRIPCION	L67
cap_02	preferir_inspeccion_proceso_prueba_destructiva	P5	TRANSCRIPCION	L67
cap_02	preferir_inspeccion_proceso_prueba_destructiva	P6	TRANSCRIPCION	L67
cap_02	rehacer_flujo_paso_limitante_capacidad	P1	TRANSCRIPCION	L51
cap_02	rehacer_flujo_paso_limitante_capacidad	P2	TRANSCRIPCION	L51
cap_02	rehacer_flujo_paso_limitante_capacidad	P3	TRANSCRIPCION	L51 L53
cap_02	rehacer_flujo_paso_limitante_capacidad	P4	TRANSCRIPCION	L51 L53
cap_02	rehacer_flujo_paso_limitante_capacidad	P5	TRANSCRIPCION	L51 L53
cap_02	rehacer_flujo_paso_limitante_capacidad	P6	PUENTE	L51, el libro AFIRMA y no prohibe
cap_03	casar_flujo_fabricacion_flujo_ventas	P1	TRANSCRIPCION	L111
cap_03	casar_flujo_fabricacion_flujo_ventas	P2	TRANSCRIPCION	L111
cap_03	casar_flujo_fabricacion_flujo_ventas	P3	TRANSCRIPCION	L111
cap_03	casar_flujo_fabricacion_flujo_ventas	P4	TRANSCRIPCION	L111 L117
cap_03	casar_flujo_fabricacion_flujo_ventas	P5	TRANSCRIPCION	L113
cap_03	casar_flujo_fabricacion_flujo_ventas	P6	TRANSCRIPCION	L113
cap_03	casar_flujo_fabricacion_flujo_ventas	P7	TRANSCRIPCION	L115
cap_03	casar_flujo_fabricacion_flujo_ventas	P8	TRANSCRIPCION	L119
cap_03	casar_flujo_fabricacion_flujo_ventas	P9	TRANSCRIPCION	L119
cap_03	casar_flujo_fabricacion_flujo_ventas	P10	TRANSCRIPCION	L119
cap_03	casar_flujo_fabricacion_flujo_ventas	P11	TRANSCRIPCION	L119
cap_03	casar_flujo_fabricacion_flujo_ventas	P12	TRANSCRIPCION	L121
cap_03	construir_indicador_linealidad_alerta_temprana	P1	TRANSCRIPCION	L83
cap_03	construir_indicador_linealidad_alerta_temprana	P2	TRANSCRIPCION	L83
cap_03	construir_indicador_linealidad_alerta_temprana	P3	TRANSCRIPCION	L83
cap_03	construir_indicador_linealidad_alerta_temprana	P4	TRANSCRIPCION	L83
cap_03	construir_indicador_linealidad_alerta_temprana	P5	TRANSCRIPCION	L83
cap_03	construir_indicador_linealidad_alerta_temprana	P6	TRANSCRIPCION	L83
cap_03	construir_indicador_linealidad_alerta_temprana	P7	TRANSCRIPCION	L87
cap_03	construir_indicador_linealidad_alerta_temprana	P8	TRANSCRIPCION	L87
cap_03	construir_indicador_linealidad_alerta_temprana	P9	PUENTE_PARCIAL	L87, trata al mando como: el libro diagnostica y no encarga
cap_03	decidir_aceptar_rechazar_material_defectuoso	P1	TRANSCRIPCION	L135
cap_03	decidir_aceptar_rechazar_material_defectuoso	P2	TRANSCRIPCION	L135
cap_03	decidir_aceptar_rechazar_material_defectuoso	P3	TRANSCRIPCION	L135
cap_03	decidir_aceptar_rechazar_material_defectuoso	P4	TRANSCRIPCION	L135
cap_03	decidir_aceptar_rechazar_material_defectuoso	P5	TRANSCRIPCION	L135
cap_03	decidir_aceptar_rechazar_material_defectuoso	P6	TRANSCRIPCION	L135
cap_03	decidir_aceptar_rechazar_material_defectuoso	P7	TRANSCRIPCION	L137
cap_03	decidir_aceptar_rechazar_material_defectuoso	P8	TRANSCRIPCION	L137
cap_03	dimensionar_plantilla_administrativa_pronostico	P1	TRANSCRIPCION	L125
cap_03	dimensionar_plantilla_administrativa_pronostico	P2	TRANSCRIPCION	L125 L123
cap_03	dimensionar_plantilla_administrativa_pronostico	P3	TRANSCRIPCION	L125
cap_03	dimensionar_plantilla_administrativa_pronostico	P4	TRANSCRIPCION	L123
cap_03	dimensionar_plantilla_administrativa_pronostico	P5	TRANSCRIPCION	L125
cap_03	dimensionar_plantilla_administrativa_pronostico	P6	TRANSCRIPCION	L125
cap_03	dimensionar_plantilla_administrativa_pronostico	P7	TRANSCRIPCION	L125
cap_03	elegir_cinco_indicadores_diarios_fabrica	P1	TRANSCRIPCION	L15
cap_03	elegir_cinco_indicadores_diarios_fabrica	P2	TRANSCRIPCION	L17
cap_03	elegir_cinco_indicadores_diarios_fabrica	P3	TRANSCRIPCION	L19
cap_03	elegir_cinco_indicadores_diarios_fabrica	P4	TRANSCRIPCION	L19
cap_03	elegir_cinco_indicadores_diarios_fabrica	P5	TRANSCRIPCION	L21
cap_03	elegir_cinco_indicadores_diarios_fabrica	P6	TRANSCRIPCION	L23
cap_03	elegir_cinco_indicadores_diarios_fabrica	P7	TRANSCRIPCION	L25
cap_03	elegir_cinco_indicadores_diarios_fabrica	P8	TRANSCRIPCION	L27
cap_03	elegir_cinco_indicadores_diarios_fabrica	P9	TRANSCRIPCION	L27
cap_03	elegir_cinco_indicadores_diarios_fabrica	P10	TRANSCRIPCION	L27 L29
cap_03	elegir_inspeccion_barrera_monitorizacion	P1	TRANSCRIPCION	L139
cap_03	elegir_inspeccion_barrera_monitorizacion	P2	TRANSCRIPCION	L139
cap_03	elegir_inspeccion_barrera_monitorizacion	P3	TRANSCRIPCION	L139
cap_03	elegir_inspeccion_barrera_monitorizacion	P4	TRANSCRIPCION	L141
cap_03	elegir_inspeccion_barrera_monitorizacion	P5	TRANSCRIPCION	L141
cap_03	elegir_inspeccion_barrera_monitorizacion	P6	TRANSCRIPCION	L141
